Day,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76
51,0.143819915,0.1225,0.1155,0.289593982,0.1348,0.365798642,0.37993929,0.831939486,0.492945809,0.649959823,1.0,0.720162134,0.744427525,0.683964037,0.666031647,0.730994898,0.25518127,0.801746861,0.726612143,0.329936548,0.792955472,0.844679873,0.806470094,0.499816133,0.439093672,0.6014,0.115062961,0.11668292,0.12042339,0.115409567,0.115399819,0.115948951,0.116696578,0.115386789,0.119396255,0.119911894,0.135574579,0.116878032,0.115725758,0.115535263,0.116101069,0.119850281,0.223026028,0.318642035,0.153590986,0.158369951,0.137590003,0.238251406,0.245547892,0.331116822,0.237618808,0.297920213,0.152463537,0.144779763,0.210276386,0.135486718,0.256814822,0.25386437,0.2566989,0.305839532,0.368446895,0.30319301,0.370574802,0.300510182,0.250761914,0.303277187,0.208280148,0.377713545,0.37292961,0.307862202,0.376979827,0.212641011,0.377156413,0.285917571,0.242871706,0.373619118
52,0.144997877,0.126,0.1187,0.303499173,0.1383,0.386149853,0.40081078,1.0,0.710978217,0.805905011,1.0,0.738138967,0.756737989,0.697674428,0.678008795,0.742972046,0.261452704,0.822413475,0.748813039,0.35174666,0.811789737,0.852144313,0.825649677,0.511298355,0.455543546,0.6094,0.118044442,0.119723677,0.123834392,0.118564351,0.118549729,0.118931763,0.11994786,0.11832522,0.122651223,0.123300975,0.13724351,0.12013709,0.11869095,0.118736775,0.119095891,0.123236722,0.225110536,0.323780524,0.156789505,0.163454314,0.14104524,0.248705368,0.256492322,0.33249042,0.248030248,0.298803126,0.155680144,0.148950598,0.218849879,0.139032879,0.258357226,0.255454111,0.258243164,0.321598333,0.388895543,0.318769209,0.391101743,0.316180379,0.262865288,0.318859193,0.217307609,0.398503142,0.393543191,0.32405952,0.397742429,0.222011214,0.397925512,0.300301809,0.254409372,0.394258069
53,0.145162889,0.1272,0.119833333,0.303853414,0.139466667,0.386805234,0.401651661,1.0,0.734121162,0.807054494,1.0,0.742146163,0.771544618,0.699703951,0.68261596,0.74713479,0.263575092,0.829334257,0.756335501,0.352157874,0.8191612,0.85889858,0.83317159,0.516333416,0.461644552,0.613366667,0.119080655,0.120770596,0.125014615,0.119677588,0.1196608,0.119959367,0.121092589,0.11933803,0.123769545,0.124476327,0.137646585,0.121283548,0.11971268,0.119870444,0.120127498,0.124411486,0.225809074,0.323974895,0.157856466,0.164497275,0.142197103,0.249329078,0.257077736,0.332616134,0.248657277,0.299104273,0.156753088,0.150064887,0.219620413,0.140195941,0.258876479,0.255989019,0.258763033,0.322406085,0.389585665,0.319575777,0.391819778,0.31687593,0.263591448,0.319665799,0.218071742,0.399314825,0.394292118,0.324750548,0.398544487,0.222760829,0.398729886,0.301100653,0.255140387,0.39501604
54,0.1453279,0.1284,0.120966667,0.304207656,0.140633333,0.387460615,0.402492541,1.0,0.757264108,0.808203977,1.0,0.74615336,0.786351247,0.701733474,0.687223125,0.751297534,0.26569748,0.836255039,0.763857962,0.352569087,0.826532664,0.865652846,0.840693504,0.521368476,0.467745558,0.617333333,0.120116869,0.121817515,0.126194838,0.120790825,0.120771871,0.120986971,0.122237318,0.120350841,0.124887868,0.125651678,0.138049659,0.122430005,0.120734411,0.121004113,0.121159105,0.125586251,0.226507611,0.324169265,0.158923428,0.165540236,0.143348966,0.249952787,0.25766315,0.332741847,0.249284307,0.29940542,0.157826032,0.151179176,0.220390947,0.141359004,0.259395733,0.256523928,0.259282901,0.323213836,0.390275786,0.320382345,0.392537814,0.317571482,0.264317608,0.320472404,0.218835875,0.400126509,0.395041045,0.325441576,0.399346545,0.223510444,0.399534261,0.301899498,0.255871402,0.395774012
55,0.145492912,0.1296,0.1221,0.304561897,0.1418,0.388115996,0.403333422,1.0,0.780407054,0.80935346,1.0,0.750160557,0.801157875,0.703762996,0.691830291,0.755460278,0.267819869,0.843175821,0.771380423,0.352980301,0.833904127,0.872407113,0.848215418,0.526403537,0.473846564,0.6213,0.121153082,0.122864434,0.12737506,0.121904062,0.121882941,0.122014575,0.123382048,0.121363651,0.12600619,0.12682703,0.138452734,0.123576463,0.121756141,0.122137782,0.122190712,0.126761015,0.227206149,0.324363635,0.159990389,0.166583198,0.144500829,0.250576496,0.258248564,0.33286756,0.249911336,0.299706567,0.158898975,0.152293464,0.221161481,0.142522066,0.259914986,0.257058836,0.25980277,0.324021587,0.390965908,0.321188913,0.39325585,0.318267033,0.265043769,0.32127901,0.219600008,0.400938192,0.395789971,0.326132604,0.400148603,0.224260059,0.400338635,0.302698342,0.256602417,0.396531984
56,0.145982584,0.1334,0.1256,0.305600946,0.1456,0.389545713,0.405339217,1.0,0.92772827,0.816396068,1.0,0.758515673,0.827045403,0.716984523,0.707718344,0.768681805,0.274598647,0.863988772,0.79435942,0.354184163,0.856359461,0.890217867,0.87205259,0.544706568,0.494300659,0.6392,0.124434563,0.126205191,0.131086063,0.125358846,0.125332851,0.125297387,0.12693333,0.124602082,0.129561158,0.130516111,0.139715145,0.127135521,0.125021333,0.125639293,0.125485533,0.130447456,0.229469682,0.324938796,0.163463141,0.169962797,0.148252241,0.252531306,0.260073232,0.333243502,0.251877429,0.300665809,0.162391362,0.155915462,0.223615262,0.146309818,0.261590083,0.258785316,0.261479885,0.326142753,0.392503512,0.323314199,0.394880143,0.320029926,0.267060535,0.323404165,0.22187307,0.402853312,0.397510198,0.327857979,0.402033832,0.226471362,0.402231058,0.304850525,0.258659448,0.3982803
57,0.146233895,0.13495,0.1272,0.306023174,0.14765,0.389903847,0.406059297,1.0,0.963864135,0.818017082,1.0,0.779181253,0.846611041,0.741549899,0.726284035,0.789247391,0.278081028,0.874375424,0.806979807,0.354878027,0.868139694,0.904503699,0.913870351,0.552336355,0.525723653,0.64635,0.126216662,0.127984813,0.132650896,0.126996526,0.126974593,0.127105981,0.128524783,0.126432866,0.131233674,0.132084597,0.140422257,0.128725678,0.126838737,0.127239042,0.127288123,0.132016382,0.230677326,0.325180186,0.165333731,0.171764942,0.150275603,0.253493439,0.260958637,0.333407231,0.252846214,0.301158386,0.164272716,0.157860518,0.224871573,0.148352596,0.262475122,0.259698525,0.262366031,0.327051395,0.392929431,0.324229576,0.395360529,0.320708241,0.267982819,0.324319328,0.223029973,0.403516421,0.398050857,0.328500238,0.402678161,0.227580595,0.402879907,0.305809863,0.259620427,0.398838608
58,0.146485206,0.1365,0.1288,0.306445402,0.1497,0.390261981,0.406779377,1.0,1.0,0.819638096,1.0,0.799846833,0.866176679,0.766115274,0.744849725,0.809812976,0.281563409,0.884762076,0.819600194,0.355571892,0.879919928,0.918789532,0.955688112,0.559966143,0.557146648,0.6535,0.127998762,0.129764434,0.134215729,0.128634206,0.128616335,0.128914575,0.130116236,0.128263651,0.13290619,0.133653084,0.141129369,0.130315835,0.128656141,0.12883879,0.129090712,0.133585309,0.23188497,0.325421576,0.16720432,0.173567087,0.152298964,0.254455572,0.261844042,0.33357096,0.253814999,0.301650963,0.16615407,0.159805573,0.226127883,0.150395375,0.263360161,0.260611734,0.263252177,0.327960037,0.39335535,0.325144953,0.395840914,0.321386555,0.268905104,0.325234491,0.224186876,0.40417953,0.398591516,0.329142498,0.40332249,0.228689828,0.403528756,0.306769201,0.260581405,0.399396916
59,0.148031919,0.1401,0.1326,0.309127494,0.1533,0.391259318,0.41130568,1.0,1.0,0.835374681,1.0,0.814046087,0.881975848,0.779914548,0.760315579,0.822078998,0.302744888,0.946692295,0.896286601,0.359883802,0.951659431,0.928438645,0.960795459,0.561288005,0.572551771,0.667,0.131653082,0.133364434,0.13787506,0.132404062,0.132382941,0.132514575,0.133882048,0.131863651,0.13650619,0.13732703,0.143261494,0.134076463,0.132256141,0.132637782,0.132690712,0.137261015,0.234344352,0.327030435,0.170561383,0.17702732,0.155862894,0.257442119,0.264787322,0.334718915,0.256805298,0.303142086,0.16952571,0.163346395,0.229280318,0.153991303,0.265382709,0.262672427,0.265276224,0.33352776,0.39501359,0.330749871,0.398030198,0.324744485,0.274061749,0.330838226,0.231125727,0.408150372,0.40136847,0.332234605,0.407110224,0.235224786,0.407360559,0.312616913,0.266023332,0.402345945
60,0.148204023,0.141366667,0.133566667,0.309429821,0.1546,0.39137038,0.411819275,1.0,1.0,0.837256757,1.0,0.819764305,0.88736075,0.784277282,0.763967238,0.826775047,0.305160381,0.953680551,0.904809139,0.360381462,0.959552109,0.933227665,0.969769716,0.562198151,0.577035332,0.6712,0.132886828,0.134682128,0.139052729,0.133425993,0.13341083,0.133838707,0.134899996,0.133192714,0.137800083,0.138482777,0.143764675,0.135102188,0.133582231,0.13360596,0.13401351,0.138414123,0.235120506,0.327210893,0.171749811,0.178175408,0.157146329,0.258075357,0.265373533,0.334847036,0.257442613,0.303473552,0.170720831,0.164582073,0.23009386,0.155286877,0.26595824,0.263265476,0.265852443,0.334153668,0.395200038,0.331379789,0.39827722,0.325118623,0.274636344,0.331468016,0.231899504,0.408600608,0.401682525,0.332579118,0.407539573,0.235952987,0.407794936,0.313273016,0.26662972,0.402679628
61,0.148376127,0.142633333,0.134533333,0.309732148,0.1559,0.391481443,0.41233287,1.0,1.0,0.839138833,1.0,0.825482522,0.892745652,0.788640015,0.767618898,0.831471096,0.307575873,0.960668807,0.913331678,0.360879123,0.967444787,0.938016685,0.978743974,0.563108297,0.581518893,0.6754,0.134120574,0.135999821,0.140230398,0.134447924,0.134438718,0.135162839,0.135917945,0.134521777,0.139093975,0.139638525,0.144267857,0.136127913,0.134908321,0.134574138,0.135336307,0.13956723,0.23589666,0.327391351,0.172938239,0.179323495,0.158429763,0.258708595,0.265959744,0.334975157,0.258079929,0.303805018,0.171915953,0.165817752,0.230907402,0.156582451,0.266533771,0.263858526,0.266428663,0.334779575,0.395386487,0.332009707,0.398524242,0.325492761,0.27521094,0.332097807,0.23267328,0.409050844,0.40199658,0.332923632,0.407968923,0.236681188,0.408229312,0.313929118,0.267236109,0.40301331
62,0.148548232,0.1439,0.1355,0.310034475,0.1572,0.391592505,0.412846465,1.0,1.0,0.841020909,1.0,0.83120074,0.898130554,0.793002749,0.771270558,0.836167146,0.309991365,0.967657063,0.921854216,0.361376784,0.975337464,0.942805705,0.987718231,0.564018443,0.586002453,0.6796,0.13535432,0.137317515,0.141408068,0.135469856,0.135466606,0.136486971,0.136935893,0.135850841,0.140387868,0.140794273,0.144771038,0.137153638,0.136234411,0.135542316,0.136659105,0.140720337,0.236672813,0.327571809,0.174126666,0.180471583,0.159713197,0.259341834,0.266545955,0.335103278,0.258717244,0.304136483,0.173111075,0.167053431,0.231720944,0.157878025,0.267109303,0.264451575,0.267004882,0.335405482,0.395572935,0.332639626,0.398771264,0.325866899,0.275785535,0.332727598,0.233447057,0.409501081,0.402310635,0.333268145,0.408398273,0.237409389,0.408663689,0.314585221,0.267842497,0.403346993
63,0.149059181,0.1477,0.1389,0.310960509,0.1604,0.391938641,0.414425365,1.0,1.0,0.857461755,1.0,0.84826651,0.911063208,0.805402097,0.788336327,0.852432957,0.317604329,0.988582184,0.948194452,0.362803361,0.999615091,0.95329755,1.0,0.568789837,0.598724193,0.6905,0.13882716,0.140887894,0.145089404,0.138884928,0.138883303,0.140028377,0.140404269,0.139370056,0.144065351,0.144446381,0.146134193,0.140632383,0.139767007,0.138944331,0.140206516,0.144368925,0.238615939,0.328128305,0.177058968,0.183325334,0.16287345,0.261022104,0.268119038,0.335501074,0.260406808,0.30501266,0.176059439,0.170106825,0.233812176,0.161067937,0.26857107,0.265955375,0.268468301,0.337321015,0.396149943,0.334567182,0.39953378,0.327011714,0.277538925,0.334654771,0.235805799,0.410885943,0.40327844,0.334323023,0.409719171,0.239629115,0.409999981,0.316591259,0.269692409,0.404374909
64,0.149311974,0.149,0.1405,0.311426948,0.1623,0.392124288,0.415227774,1.0,1.0,0.862233729,1.0,0.856732731,0.918329492,0.812801708,0.797135865,0.861599142,0.321481239,0.994291092,0.96136731,0.363526177,0.999807545,0.957699895,1.0,0.571663036,0.604482245,0.6965,0.14057284,0.142570596,0.146478402,0.140515072,0.140516697,0.141759367,0.141952987,0.14113803,0.145569545,0.1458573,0.14682811,0.142173325,0.14151268,0.14054282,0.141927498,0.145782484,0.239759299,0.328413907,0.178797814,0.185007051,0.164749523,0.261964032,0.268993393,0.335709015,0.261354594,0.305513718,0.177807954,0.171914402,0.235013182,0.162961577,0.269424653,0.266834262,0.269322878,0.338305195,0.396451097,0.335557855,0.399927746,0.327609697,0.278451098,0.335645238,0.237029299,0.411591274,0.403775114,0.334874573,0.4103925,0.240782045,0.410681012,0.317624309,0.270654413,0.404901656
65,0.149564768,0.1503,0.1421,0.311893388,0.1642,0.392309936,0.416030184,1.0,1.0,0.867005703,1.0,0.865198953,0.925595777,0.820201319,0.805935402,0.870765327,0.32535815,1.0,0.974540168,0.364248992,1.0,0.962102239,1.0,0.574536235,0.610240297,0.7025,0.142318519,0.144253299,0.147867399,0.142145216,0.14215009,0.143490357,0.143501706,0.142906005,0.147073739,0.147268219,0.147522026,0.143714266,0.143258354,0.142141309,0.14364848,0.147196043,0.24090266,0.328699509,0.18053666,0.186688768,0.166625595,0.26290596,0.269867747,0.335916955,0.26230238,0.306014775,0.179556469,0.173721979,0.236214189,0.164855217,0.270278236,0.267713148,0.270177456,0.339289376,0.396752251,0.336548528,0.400321711,0.32820768,0.279363271,0.336635704,0.238252799,0.412296605,0.404271787,0.335426124,0.411065829,0.241934974,0.411362043,0.31865736,0.271616418,0.405428403
66,0.150089408,0.1538,0.145,0.312863634,0.1679,0.392706388,0.417691414,1.0,1.0,0.863617965,1.0,0.897863902,0.975459822,0.8674655,0.861999121,0.916829571,0.333117451,1.0,1.0,0.365707573,1.0,0.991582633,1.0,0.6062292,0.630315023,0.712,0.145509879,0.147600218,0.151189404,0.145105505,0.145116878,0.146817961,0.146504269,0.146218815,0.150492061,0.150546381,0.148837947,0.146732383,0.146580085,0.145044331,0.146980087,0.150468925,0.243147315,0.329304148,0.183926691,0.189973117,0.170279573,0.264781619,0.271614735,0.336364583,0.264189196,0.307024002,0.182965098,0.177245988,0.238583182,0.168543107,0.271965523,0.269449105,0.271866655,0.341303955,0.397385571,0.338575726,0.401145356,0.329431167,0.281216939,0.338662501,0.240732594,0.413758758,0.405306052,0.33655648,0.412462356,0.244271534,0.412774365,0.320766937,0.273570034,0.40652434
67,0.150663623,0.154933333,0.146166667,0.313840725,0.169166667,0.39311579,0.419378563,1.0,1.0,0.863735342,1.0,0.901582225,0.979555903,0.871561581,0.866650728,0.922303358,0.341107861,1.0,1.0,0.367166895,1.0,0.994388422,1.0,0.610114417,0.632948751,0.7162,0.146555146,0.148631497,0.152332626,0.146247051,0.146255716,0.147836364,0.147665238,0.147227355,0.151570943,0.151692039,0.149533557,0.147892488,0.147594572,0.14621083,0.148001159,0.151614876,0.244035623,0.329915632,0.185112772,0.191195691,0.171534274,0.265854758,0.272674224,0.336819056,0.265263518,0.307591125,0.184156014,0.178493985,0.239708653,0.169808489,0.272708927,0.270205162,0.272610556,0.343344143,0.398034268,0.340628524,0.401986331,0.330672329,0.283091883,0.340714898,0.243237594,0.415244789,0.406359808,0.337703979,0.413882088,0.24663213,0.414210053,0.322902042,0.275545497,0.407640399
68,0.151237838,0.156066667,0.147333333,0.314817816,0.170433333,0.393525192,0.421065711,1.0,1.0,0.863852719,1.0,0.905300548,0.983651984,0.875657662,0.871302335,0.927777144,0.349098271,1.0,1.0,0.368626217,1.0,0.997194211,1.0,0.613999634,0.635582479,0.7204,0.147600413,0.149662776,0.153475848,0.147388598,0.147394555,0.148854767,0.148826207,0.148235895,0.152649825,0.152837697,0.150229167,0.149052592,0.148609059,0.147377329,0.14902223,0.152760827,0.244923931,0.330527117,0.186298853,0.192418265,0.172788976,0.266927897,0.273733713,0.33727353,0.26633784,0.308158248,0.18534693,0.179741983,0.240834125,0.171073871,0.273452332,0.27096122,0.273354457,0.345384332,0.398682966,0.342681322,0.402827306,0.331913491,0.284966827,0.342767295,0.245742593,0.41673082,0.407413563,0.338851478,0.41530182,0.248992725,0.415645741,0.325037146,0.277520961,0.408756458
69,0.151812053,0.1572,0.1485,0.315794908,0.1717,0.393934594,0.42275286,1.0,1.0,0.863970096,1.0,0.909018871,0.987748065,0.879753743,0.875953943,0.93325093,0.357088682,1.0,1.0,0.370085539,1.0,1.0,1.0,0.617884851,0.638216207,0.7246,0.14864568,0.150694056,0.15461907,0.148530144,0.148533394,0.149873169,0.149987175,0.149244435,0.153728706,0.153983354,0.150924778,0.150212697,0.149623546,0.148543827,0.150043301,0.153906778,0.245812239,0.331138601,0.187484934,0.193640839,0.174043678,0.268001035,0.274793202,0.337728003,0.267412162,0.308725371,0.186537847,0.18098998,0.241959597,0.172339253,0.274195736,0.271717277,0.274098359,0.347424521,0.399331664,0.344734119,0.403668281,0.333154653,0.286841771,0.344819691,0.248247592,0.41821685,0.408467318,0.339998977,0.416721552,0.251353321,0.41708143,0.327172251,0.279496424,0.409872517
70,0.152405321,0.1608,0.1519,0.316852095,0.1748,0.394381362,0.424539109,1.0,1.0,0.863970096,1.0,0.92628463,1.0,0.886353396,0.888219964,0.947516847,0.365265075,1.0,1.0,0.371576123,1.0,1.0,1.0,0.628916583,0.648081762,0.7346,0.15204568,0.154140975,0.158159738,0.151930144,0.151933394,0.153300773,0.153421363,0.152657246,0.157247029,0.157509408,0.152318271,0.153652069,0.153045276,0.151944835,0.153474909,0.157431071,0.247722361,0.331775144,0.190331506,0.196429787,0.17710605,0.269735789,0.276431664,0.338183898,0.269155264,0.309625419,0.189399624,0.183958277,0.244063537,0.175430191,0.275650159,0.273211492,0.275554345,0.349511567,0.400029289,0.346831909,0.404567474,0.33440719,0.288708283,0.346917139,0.250730666,0.419792265,0.409589571,0.341160777,0.418227465,0.253690309,0.418604069,0.329340167,0.281460315,0.411060084
71,0.153655124,0.1677,0.1581,0.319225068,0.1821,0.395826499,0.428427205,1.0,1.0,0.864322226,1.0,0.928128977,1.0,0.878064943,0.895330702,0.949094541,0.38321371,1.0,1.0,0.37474264,1.0,1.0,1.0,0.642532819,0.670647208,0.75,0.158391359,0.160658272,0.164852077,0.158160289,0.158166787,0.159769783,0.159741021,0.159089271,0.163942835,0.164150598,0.155036443,0.159989872,0.159499602,0.158148361,0.159953926,0.1640661,0.25223892,0.333259653,0.197038669,0.202979566,0.184318028,0.273742975,0.280206606,0.339286854,0.273182585,0.311779142,0.196142357,0.190940626,0.248961155,0.182708333,0.279100716,0.276755132,0.279008559,0.354581905,0.401931942,0.351944472,0.406837747,0.337927001,0.293808948,0.352028359,0.25735754,0.423295837,0.412266664,0.344446963,0.421604279,0.260002344,0.422011391,0.334728356,0.286811707,0.413856297
72,0.161539189,0.1752,0.1643,0.327365509,0.1901,0.406426927,0.436498857,1.0,1.0,0.865184339,1.0,0.943972589,1.0,0.88790887,0.907174523,0.976804196,0.400387897,1.0,1.0,0.39991376,1.0,1.0,1.0,0.68124963,0.735239085,0.7832,0.164955558,0.167545948,0.171966421,0.164435649,0.164450271,0.166580199,0.166163243,0.165840512,0.171116125,0.17116995,0.162582921,0.166445793,0.166286524,0.16435491,0.166780355,0.171074009,0.258455434,0.338707183,0.20465881,0.21100095,0.192261628,0.281836834,0.288307085,0.343577904,0.28127587,0.316481673,0.203785289,0.19894968,0.257029633,0.190708956,0.284634191,0.28234825,0.284544377,0.374033992,0.412058782,0.371803018,0.416584053,0.358416398,0.321833506,0.371873977,0.291793051,0.43176552,0.421591859,0.36382278,0.430205173,0.293800914,0.430580706,0.357240109,0.316031362,0.423058188
73,0.160353742,0.1782,0.1675,0.328054046,0.1931,0.410063786,0.434524813,1.0,1.0,0.865779317,1.0,0.949505631,1.0,0.893775228,0.913440861,0.983070533,0.417797384,1.0,1.0,0.399997984,1.0,1.0,1.0,0.69300257,0.752425847,0.7933,0.168082719,0.170622488,0.175025753,0.167620577,0.167633574,0.169666397,0.169329055,0.168934107,0.174156964,0.174243896,0.162619294,0.16960642,0.169375659,0.167553903,0.169864551,0.174149715,0.260788186,0.339910715,0.207516695,0.213648991,0.195240528,0.283292045,0.289653341,0.345002603,0.282740527,0.318248006,0.206651701,0.201800657,0.258902582,0.193698701,0.286711401,0.284447775,0.286622464,0.372822532,0.414644835,0.370618794,0.418325768,0.360609492,0.322926484,0.370688887,0.291585605,0.430674635,0.422399204,0.366178454,0.429405422,0.2940509,0.429710887,0.356233672,0.316949859,0.423591941
74,0.159169036,0.1811,0.1709,0.328352657,0.1958,0.413628137,0.438930366,1.0,1.0,0.865779317,1.0,0.960571716,1.0,0.897908344,0.919173892,0.98787028,0.425555395,1.0,1.0,0.399905927,1.0,1.0,1.0,0.70622542,0.769282897,0.8053,0.17097284,0.173369407,0.178074082,0.170915072,0.170916697,0.172394001,0.172643585,0.171646917,0.176975287,0.17732876,0.162542153,0.172907989,0.172097389,0.170951384,0.172596158,0.177238981,0.262913261,0.340916952,0.210094244,0.21598334,0.197922346,0.284387156,0.290635259,0.346312732,0.283845453,0.319885032,0.209236597,0.204345837,0.260431682,0.196388048,0.28861629,0.286371891,0.288528109,0.37550143,0.418366725,0.373236023,0.422174244,0.362850587,0.32415929,0.373308078,0.291991197,0.434947783,0.426387763,0.368568559,0.433634922,0.294511079,0.433950892,0.358448353,0.318022748,0.427621518
75,0.157924029,0.1846,0.1743,0.328322383,0.1993,0.417376354,0.443538694,1.0,1.0,0.8678921,1.0,0.956416379,1.0,0.905485723,0.922751482,0.996314281,0.428219653,1.0,1.0,0.399631485,1.0,1.0,1.0,0.720040465,0.785992966,0.8216,0.17415432,0.176563245,0.181544416,0.174269856,0.174266606,0.175549209,0.176060679,0.174772538,0.180311932,0.180791787,0.162535948,0.176327676,0.17524085,0.174351888,0.175759372,0.180701128,0.265399366,0.341680792,0.213378298,0.218945797,0.201390284,0.285527815,0.291609512,0.347417607,0.285000539,0.321510452,0.212533607,0.207618235,0.262210347,0.199872386,0.290714094,0.288503601,0.290627245,0.378348219,0.422276024,0.376019898,0.426212973,0.365249557,0.325530165,0.376093954,0.292518754,0.439420729,0.430569725,0.371119465,0.438063239,0.295094149,0.43838995,0.360821548,0.319230564,0.431845419
76,0.152971383,0.1881,0.1774,0.328790255,0.2029,0.416647805,0.442624116,1.0,1.0,0.8678921,1.0,0.976615317,1.0,0.92628463,0.953949842,1.0,0.461281078,1.0,1.0,0.408987052,1.0,1.0,1.0,0.748066055,0.787250244,0.8281,0.177181481,0.179680543,0.184925753,0.177354784,0.17734991,0.178618219,0.179229055,0.177804564,0.183607738,0.184143896,0.159850675,0.17950642,0.178295177,0.177453903,0.17883839,0.184049715,0.269395101,0.344743293,0.217062584,0.222068879,0.205002798,0.287034561,0.29296862,0.35159438,0.286520085,0.325842122,0.216212836,0.211016303,0.264283145,0.203458491,0.294861387,0.29263766,0.294774018,0.391395386,0.421512635,0.389565718,0.425421591,0.377781914,0.34816702,0.389623913,0.323947887,0.438535431,0.429747363,0.382158534,0.437187594,0.325473838,0.437511982,0.377622375,0.343470019,0.431013986
77,0.169835345,0.1933,0.1838,0.32961852,0.2101,0.416951111,0.444006802,1.0,1.0,0.869215624,1.0,1.0,1.0,0.931417693,0.969749011,1.0,0.50616733,1.0,1.0,0.413905122,1.0,1.0,1.0,0.764497329,0.787927545,0.8415,0.18365432,0.185875569,0.190481743,0.183769856,0.183766606,0.184938793,0.185423927,0.184221297,0.189338642,0.189787571,0.173759776,0.185670186,0.184653928,0.183847857,0.185132944,0.189703953,0.27452917,0.346660516,0.223822568,0.228298677,0.212137467,0.289976225,0.29560994,0.35397926,0.289487788,0.329222443,0.222999221,0.217805509,0.268376335,0.210630224,0.299204247,0.297049608,0.299119592,0.401805115,0.422018086,0.400297854,0.426089469,0.387123524,0.364395605,0.400345794,0.346242577,0.439748222,0.430594988,0.390482357,0.438344379,0.346979747,0.438682246,0.390459054,0.360790897,0.431914242
78,0.16766942,0.1999,0.1903,0.330284937,0.217,0.41715361,0.440985145,1.0,1.0,0.870599861,1.0,1.0,1.0,0.940661652,0.975993127,1.0,0.544622489,1.0,1.0,0.419528138,1.0,1.0,1.0,0.805807104,0.824738161,0.8622,0.19022716,0.192475569,0.197052077,0.190284928,0.190283303,0.191538793,0.191941021,0.190821297,0.195938642,0.196350598,0.174093097,0.192189872,0.191253928,0.190348361,0.191732944,0.1962661,0.279394578,0.348372648,0.230289226,0.23424951,0.218973126,0.292710217,0.298050102,0.356140477,0.292247255,0.332360707,0.22949188,0.224303622,0.272236887,0.21750257,0.303290447,0.30120385,0.303208466,0.412665309,0.421616767,0.411653848,0.425202974,0.399334563,0.385756868,0.411686018,0.37537955,0.437234049,0.429171582,0.401341135,0.435997498,0.375352608,0.436295102,0.405051429,0.38360341,0.430333624
79,0.162671298,0.2066,0.197,0.335462494,0.2235,0.425511447,0.450182658,1.0,1.0,0.871073416,1.0,1.0,1.0,0.955683084,0.995680981,1.0,0.631544,1.0,1.0,0.441980541,1.0,1.0,1.0,0.823414307,0.850997977,0.8834,0.19692716,0.199175569,0.203752077,0.196984928,0.196983303,0.198238793,0.198641021,0.197521297,0.202638642,0.203050598,0.172430218,0.198889872,0.197953928,0.197048361,0.198432944,0.2029661,0.287299169,0.356451471,0.237088386,0.240548146,0.225517544,0.298326406,0.303603955,0.36546526,0.297868848,0.34145764,0.23627309,0.230718363,0.278092073,0.223996703,0.311732967,0.309599397,0.31164914,0.419483544,0.430131858,0.418387105,0.433844421,0.405745324,0.390684005,0.418421979,0.379065239,0.446299397,0.437952858,0.407971153,0.445019278,0.379142877,0.445327368,0.411229988,0.388295239,0.439155844
80,0.160022227,0.2101,0.2005,0.337464812,0.2272,0.42912527,0.453296727,1.0,1.0,0.871376976,1.0,1.0,1.0,0.969149043,1.0,1.0,0.684432696,1.0,1.0,0.475919961,1.0,1.0,1.0,0.836616007,0.859999526,0.8954,0.20042716,0.202675569,0.207252077,0.200484928,0.200483303,0.201738793,0.202141021,0.201021297,0.206138642,0.206550598,0.171534304,0.202389872,0.201453928,0.200548361,0.201932944,0.2064661,0.290664781,0.359059203,0.240717166,0.243989646,0.229206969,0.300891817,0.306089342,0.368332988,0.300441197,0.344539394,0.239906143,0.234308911,0.280964296,0.227689172,0.314970516,0.312848129,0.314887129,0.423532617,0.433652088,0.422469572,0.437289446,0.410058583,0.395530216,0.422503384,0.384345333,0.449492127,0.441314661,0.412205649,0.448237939,0.384397477,0.448539788,0.415530439,0.393225978,0.442493278
