Day,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76
113,0.256483627,0.3392,0.3288,0.41384344,0.3616,0.643733193,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.947129554,1.0,1.0,1.0,1.0,1.0,1.0,0.334918545,0.33766919,0.33611475,0.330066061,0.330202532,0.33747604,0.330577773,0.337328102,0.338383225,0.335354814,0.279496614,0.330847362,0.337417305,0.328852391,0.337516071,0.335263274,0.414236647,0.457004703,0.372810915,0.36955493,0.363264547,0.396515164,0.398977751,0.475540456,0.396301661,0.458919367,0.372138266,0.3649682,0.38707351,0.361831769,0.434395425,0.432635152,0.434326265,0.722349813,0.65284013,0.723420893,0.660157676,0.691195516,0.727360688,0.723386826,0.76183331,0.684706721,0.668255501,0.685850866,0.682183577,0.755073191,0.682790829,0.730412479,0.733096581,0.670626613
114,0.263863792,0.3424,0.3324,0.414252624,0.3651,0.644197314,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.950731227,1.0,1.0,1.0,1.0,1.0,1.0,0.338591385,0.341251892,0.339433414,0.333681133,0.333819229,0.34110703,0.334109397,0.340996077,0.341787419,0.338702706,0.285827529,0.334368617,0.341062979,0.332450376,0.341137053,0.338614687,0.41848738,0.460499923,0.376470811,0.372584302,0.366788288,0.39794952,0.400266416,0.480360985,0.397748648,0.463807389,0.375788569,0.368268932,0.389066451,0.365318057,0.438933673,0.437148294,0.438863526,0.725390934,0.653217331,0.726570629,0.660465036,0.694384125,0.732625293,0.726533108,0.768878355,0.684779774,0.668485571,0.688732675,0.682280712,0.761928581,0.682882168,0.734271215,0.738690444,0.670834053
115,0.27173519,0.3457,0.336,0.414512103,0.369,0.644371334,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.954592175,1.0,1.0,1.0,1.0,1.0,1.0,0.342555584,0.345164216,0.342822411,0.337356493,0.337502713,0.345096614,0.337658115,0.345044836,0.345414129,0.342113625,0.292623667,0.337909559,0.345076057,0.336048865,0.345110625,0.342028246,0.423089474,0.464128489,0.380520348,0.375929972,0.370710491,0.399416499,0.401561792,0.485436417,0.399230505,0.469005483,0.379829133,0.371934223,0.39119136,0.369201907,0.443804654,0.441995796,0.443733585,0.728710363,0.653358761,0.730008614,0.660580278,0.697660706,0.738265951,0.729967321,0.776568128,0.684807165,0.668571835,0.691659882,0.682317132,0.769380776,0.682916415,0.738483083,0.744706052,0.670911831
116,0.278846466,0.3497,0.3399,0.415842714,0.3731,0.645689737,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.959341131,1.0,1.0,1.0,1.0,1.0,1.0,0.346455584,0.349087676,0.346792745,0.341256493,0.341402713,0.349010416,0.341575209,0.348951241,0.34937329,0.346076652,0.298819378,0.341829245,0.348986922,0.339949369,0.349026428,0.345990393,0.428038964,0.468482236,0.384801278,0.379608287,0.374837354,0.40166567,0.403680423,0.49108846,0.401490993,0.474676097,0.384099208,0.375855677,0.393941027,0.373289621,0.449079482,0.447242215,0.449007297,0.731454431,0.654430254,0.732850689,0.661453376,0.701089228,0.743302334,0.732806279,0.782925025,0.685014682,0.669225382,0.694850787,0.682593058,0.775649224,0.683175877,0.741964904,0.749997446,0.671501092
117,0.276620727,0.3536,0.3439,0.413488787,0.377,0.653352779,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.964641853,1.0,1.0,1.0,1.0,1.0,1.0,0.350164225,0.352758054,0.350722411,0.345196205,0.345335926,0.352651822,0.345558115,0.352570456,0.353150774,0.350013625,0.298254611,0.345809559,0.352619518,0.343948865,0.352673839,0.349928246,0.429704111,0.466894904,0.388225284,0.382556023,0.378666681,0.401386066,0.403106029,0.489830345,0.401236947,0.4744441,0.387551773,0.379352478,0.394791659,0.377161876,0.449888726,0.448126196,0.449819477,0.73070809,0.660658166,0.732077692,0.666528141,0.705073148,0.744482851,0.73203413,0.781196055,0.686220849,0.673024039,0.699249007,0.684196838,0.77468156,0.684683962,0.741017906,0.750733335,0.674926094
118,0.276339527,0.3574,0.3478,0.412499502,0.3807,0.653181455,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.964470529,1.0,1.0,1.0,1.0,1.0,1.0,0.353117307,0.355639568,0.354552077,0.348900267,0.349018867,0.355417446,0.349441021,0.355247318,0.356460709,0.353850598,0.298794868,0.349689872,0.355349901,0.347848361,0.355463482,0.3537661,0.431646986,0.466361645,0.391551039,0.385542002,0.382311115,0.401952139,0.403451064,0.489492927,0.401822183,0.474895369,0.390899983,0.382750154,0.396205199,0.380841073,0.451158657,0.44945489,0.451091717,0.730307073,0.660518927,0.731662352,0.666414684,0.704585188,0.743753622,0.731619245,0.780267059,0.686193883,0.672939112,0.698796703,0.684160982,0.773767452,0.684650246,0.740509073,0.74996584,0.674849521
119,0.276744896,0.3603,0.3515,0.41129947,0.3839,0.653672283,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.964961356,1.0,1.0,1.0,1.0,1.0,1.0,0.357108666,0.359458054,0.357689404,0.352660555,0.352785654,0.359351822,0.353004269,0.359270456,0.359850774,0.357046381,0.300253611,0.353232383,0.359319518,0.351544331,0.359373839,0.356968925,0.43361356,0.466195533,0.394488336,0.388072024,0.38547211,0.402211524,0.403503046,0.489770836,0.40209955,0.4758149,0.393853041,0.385666478,0.397259776,0.384021553,0.452652854,0.450990334,0.452587534,0.729820626,0.660917833,0.731158531,0.666739729,0.704421477,0.743091168,0.731115977,0.77914016,0.686271139,0.673182421,0.698706698,0.684263706,0.772722823,0.684746841,0.739891844,0.749224284,0.675068896
120,0.277183685,0.364,0.3556,0.410224421,0.388,0.654251468,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.965540542,1.0,1.0,1.0,1.0,1.0,1.0,0.361645705,0.363923459,0.361508068,0.356850988,0.356985835,0.363913802,0.357035893,0.363906405,0.363959161,0.360894273,0.301907311,0.357253638,0.363910865,0.355642316,0.363915804,0.360820337,0.436097664,0.466095435,0.398244171,0.391384037,0.389521009,0.402852952,0.403900539,0.490089435,0.402762127,0.476927286,0.397629526,0.389432836,0.398836461,0.388098595,0.454518102,0.452909621,0.454454906,0.729384843,0.661388549,0.730707184,0.667123288,0.704360302,0.742542052,0.730665125,0.778130626,0.686362303,0.67346953,0.698717633,0.684384923,0.771799811,0.684860824,0.739338899,0.74859778,0.675327764
121,0.279047649,0.3678,0.3589,0.409115646,0.3916,0.654192614,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.965481687,1.0,1.0,1.0,1.0,1.0,1.0,0.365601264,0.368029622,0.365159738,0.360286638,0.360436107,0.368058594,0.360421363,0.368080785,0.367922516,0.364509408,0.3044373,0.360652069,0.368067404,0.358944835,0.368052589,0.364431071,0.438931455,0.466901183,0.401680979,0.394267048,0.393096779,0.403305999,0.40413163,0.49171738,0.403234418,0.479110649,0.401076125,0.392729256,0.400140498,0.391677705,0.45705845,0.455475593,0.45699626,0.728935389,0.661340716,0.730241677,0.667084312,0.703895019,0.74176708,0.730200129,0.777089423,0.68635304,0.673440355,0.698298117,0.684372605,0.770787532,0.684849242,0.738768608,0.747773691,0.675301459
122,0.289629256,0.3713,0.3626,0.405834646,0.3952,0.660489082,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.971778155,1.0,1.0,1.0,1.0,1.0,1.0,0.369082744,0.371453081,0.36871907,0.363941421,0.364086016,0.371472396,0.364087175,0.37148719,0.371381677,0.368083354,0.312971364,0.364312697,0.37147827,0.362643827,0.371468393,0.368006778,0.445612826,0.472548066,0.40593727,0.396819301,0.396794223,0.402307312,0.402808595,0.501198374,0.402263851,0.488407766,0.40529304,0.395885629,0.400385374,0.395247179,0.464919925,0.463234021,0.464853687,0.727605398,0.666457985,0.728864185,0.671254079,0.70648401,0.741531061,0.728824148,0.774008374,0.687344107,0.676561586,0.701304601,0.685690378,0.768386775,0.686088385,0.737081045,0.747089617,0.678115669
123,0.288446926,0.3754,0.3668,0.403938127,0.3992,0.65991717,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.971206244,1.0,1.0,1.0,1.0,1.0,1.0,0.373355584,0.375706162,0.372848736,0.368156493,0.368302713,0.375744792,0.368270081,0.37577438,0.375563355,0.372220327,0.313352097,0.368493011,0.375756539,0.366843324,0.375736786,0.372144631,0.447325576,0.471111503,0.409450116,0.399921458,0.400721892,0.402366569,0.402589909,0.499959341,0.402347206,0.488178891,0.408835114,0.399505473,0.401510275,0.39922102,0.465756703,0.464147289,0.46569347,0.726836623,0.665993181,0.728067952,0.670875337,0.705399337,0.740055676,0.728028788,0.772227432,0.687254088,0.676278083,0.700277669,0.685570684,0.766611997,0.685975833,0.736105582,0.745552264,0.677860053
124,0.287456725,0.3788,0.3703,0.403674324,0.4026,0.660568996,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.971858069,1.0,1.0,1.0,1.0,1.0,1.0,0.377074104,0.379412324,0.376278402,0.37170171,0.371852803,0.379489584,0.371752987,0.379548759,0.37912671,0.3756573,0.313727627,0.371973325,0.379513078,0.37034282,0.379473572,0.375582484,0.448787936,0.470379881,0.412437424,0.402763584,0.404060617,0.403317989,0.403368629,0.499026812,0.403313598,0.487996409,0.411847184,0.402669263,0.403123832,0.402604766,0.466476986,0.464932371,0.466416299,0.726729687,0.666522933,0.727957198,0.671307001,0.705696719,0.740082981,0.727918155,0.771979706,0.687356685,0.6766012,0.700614964,0.685707103,0.766432348,0.686104113,0.735969897,0.745536734,0.678151387
125,0.288801223,0.3821,0.3737,0.405507157,0.4059,0.664269709,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975558783,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.315772212,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.451224864,0.471898213,0.415553601,0.405840183,0.407333324,0.405637456,0.405618939,0.500410081,0.405639062,0.489700684,0.41497439,0.405874673,0.405708453,0.405898257,0.468583375,0.467067622,0.468523822,0.727472647,0.669530579,0.728726692,0.673757758,0.708674368,0.742509672,0.728686806,0.773700842,0.687939179,0.678435686,0.703674037,0.686481617,0.768436853,0.686832412,0.736912603,0.747876042,0.679805423
126,0.292706274,0.3821,0.3737,0.410004314,0.4059,0.668577637,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.979866711,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.318563897,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.45294838,0.476014039,0.415920688,0.40652495,0.407387828,0.408642982,0.408836446,0.504362142,0.408626209,0.492887276,0.415319452,0.40616461,0.407901233,0.405918208,0.470966964,0.469393573,0.470905146,0.72929562,0.67303172,0.730614774,0.676610635,0.713055547,0.746946667,0.730572817,0.777923933,0.688617249,0.680571174,0.708046967,0.687383213,0.772916619,0.687680212,0.739225689,0.75232189,0.681730854
127,0.289441756,0.3821,0.3737,0.40662992,0.4059,0.66754725,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978836324,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.316230122,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.451507566,0.472710407,0.415613813,0.406011142,0.407342264,0.406387818,0.406422224,0.5010889,0.406384835,0.49022337,0.415030989,0.405947059,0.406255904,0.405903238,0.468974347,0.46744914,0.468914423,0.727927771,0.672194304,0.729198072,0.675928273,0.711117786,0.744317508,0.729157669,0.774755182,0.688455066,0.6800604,0.706211384,0.687167566,0.769757657,0.687477432,0.73749009,0.749583072,0.681270322
128,0.288005644,0.3821,0.3737,0.405657727,0.4059,0.668186562,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.979475636,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.31520346,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.450873731,0.471439438,0.415478814,0.40586311,0.40732222,0.405738085,0.405726665,0.499689621,0.405739075,0.489051477,0.414904091,0.40588438,0.405781869,0.405898925,0.468097765,0.466593755,0.468038673,0.727533682,0.672713885,0.728789908,0.67635165,0.711133277,0.743857663,0.728749951,0.773842236,0.688555694,0.680377314,0.706297122,0.687301366,0.768933574,0.687603248,0.736990048,0.749047838,0.681556063
129,0.286716033,0.3821,0.3737,0.404691638,0.4059,0.671633799,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.982922873,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.314281529,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.450304553,0.470264993,0.415357587,0.405716007,0.407304221,0.405092431,0.405035473,0.498425696,0.405097369,0.487999131,0.414790137,0.405822095,0.405310812,0.405894639,0.467310604,0.465825629,0.467252261,0.727142067,0.675515526,0.728384306,0.678634545,0.712872098,0.74429471,0.728344794,0.772935022,0.689098291,0.682086149,0.708228325,0.68802283,0.768373103,0.688281664,0.736493146,0.74927842,0.683096808
130,0.285560714,0.3821,0.3737,0.404018549,0.4059,0.676454479,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.987743552,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.313455602,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.449794647,0.469281335,0.415248984,0.405613518,0.407288096,0.404642595,0.40455391,0.497308663,0.404650284,0.48705637,0.41468805,0.405778701,0.404982619,0.405891653,0.466605414,0.465137491,0.46654774,0.726869223,0.679433391,0.728101717,0.681826987,0.715566117,0.745368265,0.728062516,0.772302953,0.689857068,0.684475815,0.711161824,0.689031739,0.768204934,0.689230373,0.736146947,0.750094965,0.685251414
131,0.284338249,0.3821,0.3737,0.403394295,0.4059,0.682032077,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993321151,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.312581673,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.449255105,0.468271817,0.415134068,0.405518465,0.407271034,0.404225395,0.404107284,0.496133693,0.404235635,0.486058817,0.414580029,0.405738454,0.404678237,0.405888884,0.465859238,0.464409358,0.465802273,0.726616174,0.683966419,0.72783963,0.68552069,0.718742953,0.746715775,0.727800717,0.771716742,0.690734985,0.687240693,0.714609005,0.690199061,0.768150678,0.690328044,0.735825865,0.75115234,0.687744325
132,0.282959924,0.3821,0.3737,0.40388385,0.4059,0.682668133,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993957207,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.311596321,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.448646773,0.467558409,0.415004502,0.405593008,0.407251796,0.404552573,0.404457539,0.494903667,0.404560813,0.484934078,0.414458236,0.405770016,0.404916941,0.405891056,0.465017928,0.463588392,0.464961762,0.726814621,0.684483355,0.728045165,0.685941911,0.719322298,0.747251908,0.728006026,0.772176463,0.690835101,0.687555994,0.715194736,0.69033218,0.768653698,0.690453219,0.736077665,0.751681619,0.688028611
133,0.282738545,0.3821,0.3737,0.404584204,0.4059,0.684253594,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995542667,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.31143806,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.448549067,0.467665142,0.414983692,0.405699648,0.407248707,0.405020631,0.404958609,0.494755469,0.405026009,0.48475343,0.414438675,0.405815169,0.405258428,0.405894163,0.464882802,0.463456533,0.464826764,0.727098517,0.685771892,0.728339201,0.686991865,0.72056513,0.748233666,0.728299739,0.772834136,0.691084653,0.688341925,0.716476151,0.690663997,0.7694354,0.690765238,0.736437888,0.752621969,0.688737234
134,0.282663667,0.3821,0.3737,0.40601706,0.4059,0.688292937,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999582011,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.31138453,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.448516019,0.468126978,0.414976653,0.405917824,0.407247661,0.405978233,0.405983751,0.494800297,0.405977755,0.484692328,0.414432058,0.405907547,0.405957078,0.405900519,0.464837097,0.463411934,0.464781103,0.727679342,0.689054749,0.72894077,0.689666875,0.723595492,0.750495206,0.728900648,0.774179671,0.691720448,0.690344273,0.719620132,0.691509382,0.771107812,0.69156018,0.737174869,0.754761573,0.690542621
135,0.282521643,0.3821,0.3737,0.40719354,0.4059,0.693107512,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.311282998,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.448453336,0.468454307,0.414963302,0.406096963,0.407245679,0.406764494,0.406825468,0.494762954,0.406759208,0.484576434,0.414419509,0.405983396,0.40653072,0.405905739,0.464750408,0.46332734,0.464694496,0.728156241,0.692967653,0.729434702,0.692855274,0.727001745,0.752828352,0.729394039,0.775284454,0.692478264,0.692730913,0.723184974,0.692517013,0.772618661,0.692507687,0.737779984,0.756924521,0.692694498
136,0.282379619,0.3821,0.3737,0.40837002,0.4059,0.697922087,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.311181467,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.448390653,0.468781636,0.414949951,0.406276102,0.407243697,0.407550756,0.407667184,0.494725612,0.407540661,0.484460539,0.414406959,0.406059245,0.407104363,0.405910958,0.464663718,0.463242747,0.464607889,0.728633141,0.696880557,0.729928634,0.696043674,0.730407999,0.755161498,0.729887429,0.776389237,0.693236081,0.695117552,0.726749817,0.693524644,0.77412951,0.693455195,0.738385099,0.759087469,0.694846376
137,0.276954219,0.3821,0.3737,0.405068876,0.4059,0.695353446,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.380765463,0.383095027,0.379608068,0.375161998,0.375319591,0.383220574,0.375135893,0.383316733,0.382630904,0.378994273,0.307302898,0.375353638,0.383258752,0.373742316,0.383194554,0.378920337,0.445996122,0.464112415,0.414439948,0.405773448,0.407167974,0.405344546,0.40530537,0.489468866,0.405347943,0.480033315,0.413927555,0.405846416,0.40549475,0.405896313,0.46135213,0.460011237,0.461299447,0.727294985,0.694792969,0.728542685,0.694342619,0.727555803,0.75209324,0.728503,0.773289271,0.692831775,0.693844247,0.723929551,0.692987059,0.770895689,0.692949687,0.736687176,0.755984943,0.69369832
